,make,year,engine_fuel_type,engine_hp,transmission_type,driven_wheels,number_of_doors,vehicle_size,vehicle_style,msrp,new_model
222,Chrysler,2016,Regular Unleaded,292.0,Automatic,All Wheel Drive,4,Large,Sedan,34760.0,Chrysler 300
223,Chrysler,2017,Regular Unleaded,292.0,Automatic,All Wheel Drive,4,Large,Sedan,41135.0,Chrysler 300
224,Chrysler,2017,Regular Unleaded,292.0,Automatic,All Wheel Drive,4,Large,Sedan,45270.0,Chrysler 300
225,Chrysler,2017,Regular Unleaded,300.0,Automatic,All Wheel Drive,4,Large,Sedan,38670.0,Chrysler 300
226,Chrysler,2017,Regular Unleaded,292.0,Automatic,Rear Wheel Drive,4,Large,Sedan,38635.0,Chrysler 300
227,Chrysler,2017,Regular Unleaded,300.0,Automatic,Rear Wheel Drive,4,Large,Sedan,36170.0,Chrysler 300
228,Chrysler,2017,Regular Unleaded,300.0,Automatic,All Wheel Drive,4,Large,Sedan,38175.0,Chrysler 300
229,Chrysler,2017,Regular Unleaded,292.0,Automatic,Rear Wheel Drive,4,Large,Sedan,32340.0,Chrysler 300
230,Chrysler,2017,Regular Unleaded,292.0,Automatic,Rear Wheel Drive,4,Large,Sedan,42770.0,Chrysler 300
231,Chrysler,2017,Regular Unleaded,292.0,Automatic,All Wheel Drive,4,Large,Sedan,34840.0,Chrysler 300
232,Chrysler,2017,Regular Unleaded,300.0,Automatic,Rear Wheel Drive,4,Large,Sedan,35675.0,Chrysler 300
233,Chrysler,2002,Premium Unleaded,250.0,Automatic,Front Wheel Drive,4,Large,Sedan,32065.0,Chrysler 300M
234,Chrysler,2002,Premium Unleaded,250.0,Automatic,Front Wheel Drive,4,Large,Sedan,28540.0,Chrysler 300M
235,Chrysler,2003,Premium Unleaded,255.0,Automatic,Front Wheel Drive,4,Large,Sedan,32315.0,Chrysler 300M
236,Chrysler,2003,Regular Unleaded,250.0,Automatic,Front Wheel Drive,4,Large,Sedan,28885.0,Chrysler 300M
237,Chrysler,2004,Regular Unleaded,250.0,Automatic,Front Wheel Drive,4,Large,Sedan,29185.0,Chrysler 300M
238,Chrysler,2004,Premium Unleaded,255.0,Automatic,Front Wheel Drive,4,Large,Sedan,32615.0,Chrysler 300M
239,Nissan,1994,Regular Unleaded,222.0,Manual,Rear Wheel Drive,2,Compact,Convertible,2847.0,Nissan 300Zx
240,Nissan,1994,Regular Unleaded,222.0,Manual,Rear Wheel Drive,2,Compact,Coupe,2488.0,Nissan 300Zx
241,Nissan,1994,Regular Unleaded,300.0,Manual,Rear Wheel Drive,2,Compact,2Dr Hatchback,2683.0,Nissan 300Zx
242,Nissan,1994,Regular Unleaded,222.0,Manual,Rear Wheel Drive,2,Compact,Coupe,2553.0,Nissan 300Zx
243,Nissan,1995,Regular Unleaded,300.0,Manual,Rear Wheel Drive,2,Compact,Coupe,3049.0,Nissan 300Zx
244,Nissan,1995,Regular Unleaded,222.0,Manual,Rear Wheel Drive,2,Compact,Coupe,2774.0,Nissan 300Zx
245,Nissan,1995,Regular Unleaded,222.0,Manual,Rear Wheel Drive,2,Compact,Coupe,2702.0,Nissan 300Zx
246,Nissan,1995,Regular Unleaded,222.0,Manual,Rear Wheel Drive,2,Compact,Convertible,3101.0,Nissan 300Zx
247,Nissan,1996,Regular Unleaded,300.0,Manual,Rear Wheel Drive,2,Compact,Coupe,3510.0,Nissan 300Zx
248,Nissan,1996,Regular Unleaded,222.0,Manual,Rear Wheel Drive,2,Compact,Coupe,3107.0,Nissan 300Zx
249,Nissan,1996,Regular Unleaded,222.0,Manual,Rear Wheel Drive,2,Compact,Convertible,3624.0,Nissan 300Zx
250,Nissan,1996,Regular Unleaded,222.0,Manual,Rear Wheel Drive,2,Compact,Coupe,3185.0,Nissan 300Zx
251,Mazda,1992,Regular Unleaded,82.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Mazda 323
253,Mazda,1993,Regular Unleaded,82.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Mazda 323
254,Mazda,1993,Regular Unleaded,82.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Mazda 323
255,Mazda,1994,Regular Unleaded,82.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,2000.0,Mazda 323
256,Mercedes-Benz,1990,Diesel,134.0,Automatic,Rear Wheel Drive,4,Large,Sedan,2144.0,Mercedes-Benz 350-Class
257,Mercedes-Benz,1990,Diesel,134.0,Automatic,Rear Wheel Drive,4,Large,Sedan,2098.0,Mercedes-Benz 350-Class
258,Mercedes-Benz,1991,Diesel,134.0,Automatic,Rear Wheel Drive,4,Large,Sedan,2178.0,Mercedes-Benz 350-Class
259,Mercedes-Benz,1991,Diesel,134.0,Automatic,Rear Wheel Drive,4,Large,Sedan,2311.0,Mercedes-Benz 350-Class
260,Nissan,2007,Regular Unleaded,306.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,36550.0,Nissan 350Z
261,Nissan,2007,Regular Unleaded,306.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,41250.0,Nissan 350Z
262,Nissan,2007,Regular Unleaded,306.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,30600.0,Nissan 350Z
263,Nissan,2007,Regular Unleaded,306.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,37100.0,Nissan 350Z
264,Nissan,2007,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Coupe,27900.0,Nissan 350Z
265,Nissan,2007,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Coupe,32700.0,Nissan 350Z
266,Nissan,2007,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Convertible,40250.0,Nissan 350Z
267,Nissan,2007,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Convertible,35550.0,Nissan 350Z
268,Nissan,2007,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Coupe,36100.0,Nissan 350Z
269,Nissan,2007,Regular Unleaded,306.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,33200.0,Nissan 350Z
270,Nissan,2007,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Convertible,37900.0,Nissan 350Z
271,Nissan,2007,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Coupe,29600.0,Nissan 350Z
272,Nissan,2007,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Coupe,38070.0,Nissan 350Z
273,Nissan,2007,Regular Unleaded,306.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,38900.0,Nissan 350Z
274,Nissan,2008,Regular Unleaded,306.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,33840.0,Nissan 350Z
275,Nissan,2008,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Convertible,38630.0,Nissan 350Z
276,Nissan,2008,Regular Unleaded,306.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,39630.0,Nissan 350Z
277,Nissan,2008,Regular Unleaded,306.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,37740.0,Nissan 350Z
278,Nissan,2008,Regular Unleaded,306.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,41980.0,Nissan 350Z
279,Nissan,2008,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Convertible,36280.0,Nissan 350Z
280,Nissan,2008,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Coupe,36740.0,Nissan 350Z
281,Nissan,2008,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Convertible,40980.0,Nissan 350Z
282,Nissan,2008,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Coupe,38680.0,Nissan 350Z
283,Nissan,2008,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Coupe,28510.0,Nissan 350Z
284,Nissan,2008,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Coupe,30210.0,Nissan 350Z
285,Nissan,2008,Regular Unleaded,306.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,31210.0,Nissan 350Z
286,Nissan,2008,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Coupe,33340.0,Nissan 350Z
287,Nissan,2008,Regular Unleaded,306.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,37280.0,Nissan 350Z
288,Nissan,2009,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Convertible,41570.0,Nissan 350Z
289,Nissan,2009,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Convertible,36870.0,Nissan 350Z
290,Nissan,2009,Regular Unleaded,306.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,42570.0,Nissan 350Z
291,Nissan,2009,Regular Unleaded,306.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,37870.0,Nissan 350Z
292,Nissan,2009,Regular Unleaded,306.0,Manual,Rear Wheel Drive,2,Compact,Convertible,39220.0,Nissan 350Z
293,Nissan,2009,Regular Unleaded,306.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,40220.0,Nissan 350Z
294,Ferrari,2002,Premium Unleaded,400.0,Manual,Rear Wheel Drive,2,Compact,Convertible,75182.0,Ferrari 360
295,Ferrari,2002,Premium Unleaded,400.0,Manual,Rear Wheel Drive,2,Compact,Coupe,75182.0,Ferrari 360
296,Ferrari,2002,Premium Unleaded,400.0,Automated Manual,Rear Wheel Drive,2,Compact,Coupe,75182.0,Ferrari 360
297,Ferrari,2002,Premium Unleaded,400.0,Automated Manual,Rear Wheel Drive,2,Compact,Convertible,75182.0,Ferrari 360
298,Ferrari,2003,Premium Unleaded,400.0,Manual,Rear Wheel Drive,2,Compact,Convertible,75182.0,Ferrari 360
299,Ferrari,2003,Premium Unleaded,400.0,Automated Manual,Rear Wheel Drive,2,Compact,Coupe,75182.0,Ferrari 360
300,Ferrari,2003,Premium Unleaded,400.0,Manual,Rear Wheel Drive,2,Compact,Coupe,75182.0,Ferrari 360
301,Ferrari,2003,Premium Unleaded,400.0,Automated Manual,Rear Wheel Drive,2,Compact,Convertible,75182.0,Ferrari 360
302,Ferrari,2004,Premium Unleaded,400.0,Automated Manual,Rear Wheel Drive,2,Compact,Coupe,75182.0,Ferrari 360
303,Ferrari,2004,Premium Unleaded,425.0,Automated Manual,Rear Wheel Drive,2,Compact,Coupe,75182.0,Ferrari 360
304,Ferrari,2004,Premium Unleaded,400.0,Manual,Rear Wheel Drive,2,Compact,Coupe,75182.0,Ferrari 360
305,Ferrari,2004,Premium Unleaded,400.0,Manual,Rear Wheel Drive,2,Compact,Convertible,75182.0,Ferrari 360
306,Ferrari,2004,Premium Unleaded,400.0,Automated Manual,Rear Wheel Drive,2,Compact,Convertible,75182.0,Ferrari 360
307,Nissan,2015,Premium Unleaded,350.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,46790.0,Nissan 370Z
308,Nissan,2015,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Convertible,48100.0,Nissan 370Z
309,Nissan,2015,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Coupe,29990.0,Nissan 370Z
310,Nissan,2015,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,41820.0,Nissan 370Z
311,Nissan,2015,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,31290.0,Nissan 370Z
312,Nissan,2015,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,34870.0,Nissan 370Z
313,Nissan,2015,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Coupe,33570.0,Nissan 370Z
314,Nissan,2015,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,46570.0,Nissan 370Z
315,Nissan,2015,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Coupe,37970.0,Nissan 370Z
316,Nissan,2015,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Coupe,37070.0,Nissan 370Z
317,Nissan,2015,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,49400.0,Nissan 370Z
318,Nissan,2015,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Convertible,45270.0,Nissan 370Z
319,Nissan,2015,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,39270.0,Nissan 370Z
320,Nissan,2015,Premium Unleaded,350.0,Manual,Rear Wheel Drive,2,Compact,Coupe,45490.0,Nissan 370Z
321,Nissan,2015,Premium Unleaded,350.0,Manual,Rear Wheel Drive,2,Compact,Coupe,41990.0,Nissan 370Z
322,Nissan,2015,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,38370.0,Nissan 370Z
323,Nissan,2015,Premium Unleaded,350.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,43290.0,Nissan 370Z
324,Nissan,2016,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,41820.0,Nissan 370Z
325,Nissan,2016,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Convertible,48100.0,Nissan 370Z
326,Nissan,2016,Premium Unleaded,350.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,43290.0,Nissan 370Z
327,Nissan,2016,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,39270.0,Nissan 370Z
328,Nissan,2016,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,34870.0,Nissan 370Z
329,Nissan,2016,Premium Unleaded,350.0,Manual,Rear Wheel Drive,2,Compact,Coupe,41990.0,Nissan 370Z
330,Nissan,2016,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,38370.0,Nissan 370Z
331,Nissan,2016,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Convertible,45270.0,Nissan 370Z
332,Nissan,2016,Premium Unleaded,350.0,Manual,Rear Wheel Drive,2,Compact,Coupe,45490.0,Nissan 370Z
333,Nissan,2016,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Coupe,29990.0,Nissan 370Z
334,Nissan,2016,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,46570.0,Nissan 370Z
335,Nissan,2016,Premium Unleaded,350.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,46790.0,Nissan 370Z
336,Nissan,2016,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,49400.0,Nissan 370Z
337,Nissan,2016,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Coupe,37070.0,Nissan 370Z
338,Nissan,2016,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,31290.0,Nissan 370Z
339,Nissan,2016,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Coupe,37970.0,Nissan 370Z
340,Nissan,2016,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Coupe,33570.0,Nissan 370Z
341,Nissan,2017,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Coupe,37970.0,Nissan 370Z
342,Nissan,2017,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,38370.0,Nissan 370Z
343,Nissan,2017,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,34870.0,Nissan 370Z
344,Nissan,2017,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Coupe,29990.0,Nissan 370Z
345,Nissan,2017,Premium Unleaded,350.0,Manual,Rear Wheel Drive,2,Compact,Coupe,45490.0,Nissan 370Z
346,Nissan,2017,Premium Unleaded,350.0,Manual,Rear Wheel Drive,2,Compact,Coupe,41990.0,Nissan 370Z
347,Nissan,2017,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Convertible,45270.0,Nissan 370Z
348,Nissan,2017,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Coupe,33570.0,Nissan 370Z
349,Nissan,2017,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Convertible,48100.0,Nissan 370Z
350,Nissan,2017,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,39270.0,Nissan 370Z
351,Nissan,2017,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,46570.0,Nissan 370Z
352,Nissan,2017,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,49400.0,Nissan 370Z
353,Nissan,2017,Premium Unleaded,332.0,Manual,Rear Wheel Drive,2,Compact,Coupe,37070.0,Nissan 370Z
354,Nissan,2017,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Convertible,41820.0,Nissan 370Z
355,Nissan,2017,Premium Unleaded,350.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,46790.0,Nissan 370Z
356,Nissan,2017,Premium Unleaded,350.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,43290.0,Nissan 370Z
357,Nissan,2017,Premium Unleaded,332.0,Automatic,Rear Wheel Drive,2,Compact,Coupe,31290.0,Nissan 370Z
358,Mazda,2015,Regular Unleaded,184.0,Manual,Front Wheel Drive,4,Compact,Sedan,25045.0,Mazda 3
359,Mazda,2015,Regular Unleaded,184.0,Automatic,Front Wheel Drive,4,Compact,Sedan,26095.0,Mazda 3
360,Mazda,2015,Regular Unleaded,155.0,Automatic,Front Wheel Drive,4,Compact,Sedan,23795.0,Mazda 3
361,Mazda,2015,Regular Unleaded,155.0,Manual,Front Wheel Drive,4,Compact,Sedan,19595.0,Mazda 3
362,Mazda,2015,Regular Unleaded,155.0,Manual,Front Wheel Drive,4,Compact,Sedan,18445.0,Mazda 3
363,Mazda,2015,Regular Unleaded,184.0,Manual,Front Wheel Drive,4,Compact,Sedan,23845.0,Mazda 3
364,Mazda,2015,Regular Unleaded,184.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,25395.0,Mazda 3
365,Mazda,2015,Regular Unleaded,184.0,Automatic,Front Wheel Drive,4,Compact,Sedan,24895.0,Mazda 3
366,Mazda,2015,Regular Unleaded,184.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,25545.0,Mazda 3
367,Mazda,2015,Regular Unleaded,155.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,24295.0,Mazda 3
368,Mazda,2015,Regular Unleaded,155.0,Automatic,Front Wheel Drive,4,Compact,Sedan,19495.0,Mazda 3
369,Mazda,2015,Regular Unleaded,155.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,20095.0,Mazda 3
370,Mazda,2015,Regular Unleaded,155.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,19995.0,Mazda 3
371,Mazda,2015,Regular Unleaded,155.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,21145.0,Mazda 3
372,Mazda,2015,Regular Unleaded,155.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,23245.0,Mazda 3
373,Mazda,2015,Regular Unleaded,155.0,Manual,Front Wheel Drive,4,Compact,Sedan,16945.0,Mazda 3
374,Mazda,2015,Regular Unleaded,184.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,24345.0,Mazda 3
375,Mazda,2015,Regular Unleaded,155.0,Automatic,Front Wheel Drive,4,Compact,Sedan,20645.0,Mazda 3
376,Mazda,2015,Regular Unleaded,155.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,18945.0,Mazda 3
377,Mazda,2015,Regular Unleaded,184.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,26595.0,Mazda 3
378,Mazda,2015,Regular Unleaded,155.0,Manual,Front Wheel Drive,4,Compact,Sedan,22745.0,Mazda 3
379,Mazda,2015,Regular Unleaded,155.0,Automatic,Front Wheel Drive,4,Compact,Sedan,17995.0,Mazda 3
380,Mazda,2016,Regular Unleaded,155.0,Manual,Front Wheel Drive,4,Compact,Sedan,22545.0,Mazda 3
381,Mazda,2016,Regular Unleaded,155.0,Automatic,Front Wheel Drive,4,Compact,Sedan,21095.0,Mazda 3
382,Mazda,2016,Regular Unleaded,184.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,25495.0,Mazda 3
383,Mazda,2016,Regular Unleaded,155.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,20745.0,Mazda 3
384,Mazda,2016,Regular Unleaded,155.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,24295.0,Mazda 3
385,Mazda,2016,Regular Unleaded,155.0,Automatic,Front Wheel Drive,4,Compact,Sedan,23595.0,Mazda 3
386,Mazda,2016,Regular Unleaded,155.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,21795.0,Mazda 3
387,Mazda,2016,Regular Unleaded,155.0,Manual,Front Wheel Drive,4,Compact,Sedan,17845.0,Mazda 3
388,Mazda,2016,Regular Unleaded,184.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,26495.0,Mazda 3
389,Mazda,2016,Regular Unleaded,184.0,Manual,Front Wheel Drive,4,Compact,Sedan,24745.0,Mazda 3
390,Mazda,2016,Regular Unleaded,155.0,Automatic,Front Wheel Drive,4,Compact,Sedan,18895.0,Mazda 3
391,Mazda,2016,Regular Unleaded,155.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,19595.0,Mazda 3
392,Mazda,2016,Regular Unleaded,155.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,23245.0,Mazda 3
393,Mazda,2016,Regular Unleaded,155.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,18545.0,Mazda 3
394,Mazda,2016,Regular Unleaded,184.0,Automatic,Front Wheel Drive,4,Compact,Sedan,25795.0,Mazda 3
395,Mazda,2016,Regular Unleaded,155.0,Manual,Front Wheel Drive,4,Compact,Sedan,20045.0,Mazda 3
396,Mazda,2016,Regular Unleaded,184.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,25445.0,Mazda 3
397,Mazda,2016,Regular Unleaded,184.0,Automatic,Front Wheel Drive,4,Compact,Sedan,24795.0,Mazda 3
398,Mazda,2017,Regular Unleaded,155.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,21495.0,Mazda 3
399,Mazda,2017,Regular Unleaded,155.0,Manual,Front Wheel Drive,4,Midsize,Sedan,17845.0,Mazda 3
400,Mazda,2017,Regular Unleaded,184.0,Manual,Front Wheel Drive,4,Midsize,Sedan,23145.0,Mazda 3
401,Mazda,2017,Regular Unleaded,184.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,24195.0,Mazda 3
402,Mazda,2017,Regular Unleaded,155.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,20145.0,Mazda 3
403,Mazda,2017,Regular Unleaded,184.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,24945.0,Mazda 3
404,Mazda,2017,Regular Unleaded,184.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,23895.0,Mazda 3
405,Mazda,2017,Regular Unleaded,155.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,19095.0,Mazda 3
406,Mazda,2017,Regular Unleaded,184.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,23445.0,Mazda 3
407,Mazda,2017,Regular Unleaded,155.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,18895.0,Mazda 3
408,Mazda,2017,Regular Unleaded,155.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,22245.0,Mazda 3
409,Mazda,2017,Regular Unleaded,184.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,22395.0,Mazda 3
410,Mazda,2017,Regular Unleaded,155.0,Manual,Front Wheel Drive,4,Midsize,Sedan,20445.0,Mazda 3
411,Bmw,2015,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Midsize,Sedan,42300.0,Bmw 4 Series Gran Coupe
412,Bmw,2015,Premium Unleaded,240.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,40300.0,Bmw 4 Series Gran Coupe
415,Bmw,2015,Premium Unleaded,300.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,45800.0,Bmw 4 Series Gran Coupe
416,Bmw,2015,Premium Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,Sedan,47800.0,Bmw 4 Series Gran Coupe
417,Bmw,2016,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Midsize,Sedan,43650.0,Bmw 4 Series Gran Coupe
418,Bmw,2016,Premium Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,Sedan,49950.0,Bmw 4 Series Gran Coupe
419,Bmw,2016,Premium Unleaded,300.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,47950.0,Bmw 4 Series Gran Coupe
420,Bmw,2016,Premium Unleaded,240.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,41650.0,Bmw 4 Series Gran Coupe
421,Bmw,2017,Premium Unleaded,320.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,48300.0,Bmw 4 Series Gran Coupe
422,Bmw,2017,Premium Unleaded,320.0,Automatic,All Wheel Drive,4,Midsize,Sedan,50300.0,Bmw 4 Series Gran Coupe
423,Bmw,2017,Premium Unleaded,248.0,Automatic,All Wheel Drive,4,Midsize,Sedan,43950.0,Bmw 4 Series Gran Coupe
424,Bmw,2017,Premium Unleaded,248.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,41950.0,Bmw 4 Series Gran Coupe
425,Bmw,2015,Premium Unleaded,300.0,Automatic,All Wheel Drive,2,Midsize,Convertible,56900.0,Bmw 4 Series
426,Bmw,2015,Premium Unleaded,300.0,Automatic,Rear Wheel Drive,2,Midsize,Coupe,46250.0,Bmw 4 Series
427,Bmw,2015,Premium Unleaded,240.0,Automatic,All Wheel Drive,2,Midsize,Convertible,50750.0,Bmw 4 Series
428,Bmw,2015,Premium Unleaded,240.0,Automatic,All Wheel Drive,2,Midsize,Coupe,42750.0,Bmw 4 Series
429,Bmw,2015,Premium Unleaded,240.0,Automatic,Rear Wheel Drive,2,Midsize,Convertible,48750.0,Bmw 4 Series
430,Bmw,2015,Premium Unleaded,300.0,Automatic,All Wheel Drive,2,Midsize,Coupe,48250.0,Bmw 4 Series
433,Bmw,2015,Premium Unleaded,240.0,Automatic,Rear Wheel Drive,2,Midsize,Coupe,40750.0,Bmw 4 Series
434,Bmw,2015,Premium Unleaded,300.0,Automatic,Rear Wheel Drive,2,Midsize,Convertible,54900.0,Bmw 4 Series
437,Bmw,2016,Premium Unleaded,240.0,Automatic,All Wheel Drive,2,Midsize,Convertible,52000.0,Bmw 4 Series
438,Bmw,2016,Premium Unleaded,240.0,Automatic,Rear Wheel Drive,2,Midsize,Convertible,50000.0,Bmw 4 Series
439,Bmw,2016,Premium Unleaded,240.0,Manual,Rear Wheel Drive,2,Midsize,Coupe,41850.0,Bmw 4 Series
440,Bmw,2016,Premium Unleaded,300.0,Automatic,All Wheel Drive,2,Midsize,Coupe,50150.0,Bmw 4 Series
441,Bmw,2016,Premium Unleaded,240.0,Automatic,Rear Wheel Drive,2,Midsize,Coupe,41850.0,Bmw 4 Series
442,Bmw,2016,Premium Unleaded,300.0,Automatic,All Wheel Drive,2,Midsize,Convertible,58950.0,Bmw 4 Series
443,Bmw,2016,Premium Unleaded,240.0,Automatic,All Wheel Drive,2,Midsize,Coupe,43850.0,Bmw 4 Series
444,Bmw,2016,Premium Unleaded,300.0,Automatic,Rear Wheel Drive,2,Midsize,Coupe,48150.0,Bmw 4 Series
445,Bmw,2016,Premium Unleaded,300.0,Automatic,Rear Wheel Drive,2,Midsize,Convertible,56950.0,Bmw 4 Series
